1,8.70746397972107,grey,.
2,8.295398950576782,grey,.
3,8.793207168579102,grey,.
4,7.581629037857056,grey,.
5,9.195987939834595,grey,.
6,9.029130935668945,grey,.
7,8.294831037521362,grey,.
8,9.324249744415283,grey,.
9,7.385769844055176,grey,.
10,7.5256288051605225,grey,.
11,9.207417726516724,grey,.
12,9.018024921417236,grey,.
13,8.989826202392578,grey,.
14,9.05176591873169,grey,.
15,9.302001953125,grey,.
16,7.439954042434692,grey,.
17,8.327947854995728,grey,.
18,7.204753160476685,grey,.
19,7.203754901885986,grey,.
20,5.765498876571655,grey,.
21,8.410702228546143,grey,.
22,7.2031569480896,grey,.
23,7.367003917694092,grey,.
24,7.203989028930664,grey,.
25,8.330052852630615,grey,.
26,7.341990232467651,grey,.
27,8.364795684814453,grey,.
28,8.423563003540039,grey,.
29,7.843170881271362,grey,.
30,7.483890056610107,grey,.
31,8.325085163116455,grey,.
32,7.921627044677734,grey,.
33,8.491843700408936,grey,.
34,7.136857986450195,grey,.
35,7.128194808959961,grey,.
36,6.309602975845337,grey,.
37,7.127894639968872,grey,.
38,8.66947603225708,grey,.
39,7.1278979778289795,grey,.
40,8.406667947769165,grey,.
41,8.641319751739502,grey,.
42,5.592409133911133,grey,.
43,8.352907180786133,grey,.
44,7.127162218093872,grey,.
45,8.663956880569458,grey,.
46,8.250822067260742,grey,.
47,8.15096116065979,grey,.
48,7.536117076873779,grey,.
49,8.421329259872437,green,+
50,8.288227081298828,green,+
51,8.239131212234497,green,+
52,8.015823125839233,grey,.
53,7.921427965164185,grey,.
54,6.919584035873413,grey,.
55,8.091408014297485,grey,.
56,8.353251218795776,green,+
57,5.998679161071777,green,+
58,7.642119884490967,green,+
59,8.439188003540039,green,+
60,8.266504049301147,green,+
61,8.385682106018066,green,+
62,7.667451858520508,green,+
63,8.523447036743164,green,+
64,7.212244987487793,green,+
65,7.4130539894104,green,+
66,5.60385799407959,green,+
67,7.868977308273315,green,+
68,7.784683704376221,green,+
69,6.5696861743927,green,+
70,7.734852075576782,green,+
71,8.352028846740723,green,+
72,6.707165002822876,green,+
73,7.83763575553894,green,+
74,6.516960859298706,green,+
75,8.291830778121948,green,+
76,8.264659881591797,green,+
77,8.401735305786133,green,+
78,8.338025331497192,green,+
79,7.648626804351807,green,+
80,8.429231882095337,green,+
81,7.07663631439209,green,+
82,8.296027898788452,green,+
83,6.776787042617798,green,+
84,8.002617120742798,green,+
85,8.094583988189697,green,+
86,8.432978868484497,green,+
87,7.880995035171509,green,+
88,6.467095851898193,green,+
89,8.510094165802002,green,+
90,8.34509015083313,green,+
91,8.05487585067749,green,+
92,8.391112804412842,green,+
93,7.48241400718689,green,+
94,7.7833099365234375,green,+
95,8.060482740402222,green,+
96,8.520678043365479,green,+
97,7.184781074523926,green,+
98,8.053207874298096,green,+
99,8.45023488998413,green,+
100,7.195187091827393,green,+
101,6.056679964065552,green,+
102,8.374165058135986,green,+
103,7.178495168685913,green,+
104,8.052056074142456,green,+
105,8.354456186294556,green,+
106,8.582119941711426,green,+
107,8.525678157806396,green,+
108,5.703572034835815,green,+
109,7.525889873504639,green,+
110,8.515601873397827,green,+
111,8.057785987854004,green,+
112,8.314742088317871,green,+
113,8.336201906204224,green,+
114,7.561321973800659,green,+
115,8.100913047790527,green,+
116,8.176950931549072,green,+
117,8.309489965438843,green,+
118,8.201696157455444,green,+
119,7.00078010559082,green,+
120,7.8207128047943115,green,+
121,8.4873788356781,green,+
122,7.410800933837891,green,+
123,6.692857980728149,green,+
124,8.483052730560303,green,+
125,8.22241997718811,green,+
126,8.389672040939331,green,+
127,8.704277038574219,green,+
128,8.739902973175049,green,+
129,7.793888807296753,green,+
130,8.025174140930176,green,+
131,7.550634860992432,green,+
132,7.352694988250732,green,+
133,7.880901098251343,green,+
134,8.94159483909607,green,+
135,7.263861894607544,green,+
136,8.390497922897339,green,+
137,7.714580059051514,green,+
138,8.984837770462036,green,+
139,8.03707504272461,green,+
140,8.716344118118286,green,+
141,8.86896300315857,green,+
142,8.640820980072021,green,+
143,7.317589044570923,green,+
144,7.346514940261841,green,+
145,8.780710935592651,green,+
146,7.3229382038116455,green,+
147,8.70713496208191,green,+
148,8.05786418914795,green,+
149,7.373254776000977,green,+
150,8.426958799362183,green,+
151,7.2888689041137695,green,+
152,8.738840103149414,green,+
153,8.110507011413574,green,+
154,8.475166082382202,green,+
155,7.204659938812256,green,+
156,8.675082921981812,green,+
157,8.816565990447998,green,+
158,8.650667905807495,green,+
